,Name,sandbox
2082,Lindy Leong,https://www.sandbox.csun.edu/faculty/lindy.leong
2083,Ants A Leps,https://www.sandbox.csun.edu/faculty/ants.leps
2084,Sandra Lepson,https://www.sandbox.csun.edu/faculty/sandra.lepson
2085,Denise E Lerette,https://www.sandbox.csun.edu/faculty/denise.lerette
2086,Ellyn G Lerner,https://www.sandbox.csun.edu/faculty/ellyn.lerner
2087,Kathryn L Leslie,https://www.sandbox.csun.edu/faculty/kathryn.leslie
2088,Genein M Letford,https://www.sandbox.csun.edu/faculty/genein.letford
2089,Tricia L Lethcoe,https://www.sandbox.csun.edu/faculty/tricia.lethcoe
2090,Christopher A Leu,https://www.sandbox.csun.edu/faculty/christopher.leu
2091,Kingson Leung,https://www.sandbox.csun.edu/faculty/kingson.leung
2092,Alek M Lev,https://www.sandbox.csun.edu/faculty/alek.lev
2093,Catherine Levenstein,https://www.sandbox.csun.edu/faculty/catherine.levenstein
2094,Amy C Levin,https://www.sandbox.csun.edu/faculty/amy.levin
2095,Martin G Levine,https://www.sandbox.csun.edu/faculty/martin.levine
2096,Wendy Levine,https://www.sandbox.csun.edu/faculty/wendy.levine
2097,David Levy,https://www.sandbox.csun.edu/faculty/david.levy.413
2098,Hannah Levy,https://www.sandbox.csun.edu/faculty/hannah.levy
2099,Jason T Levy,https://www.sandbox.csun.edu/faculty/jason.levy
2100,Robert J Levy,https://www.sandbox.csun.edu/faculty/bob.levy
2101,ANGELA LEW,https://www.sandbox.csun.edu/faculty/angela.lew
2102,Gail W Lew,https://www.sandbox.csun.edu/faculty/gail.lew
2103,Jon L Lewis,https://www.sandbox.csun.edu/faculty/jon.lewis
2104,Kate G Lewis,https://www.sandbox.csun.edu/faculty/kate.lewis
2105,Kimberly L Lewis,https://www.sandbox.csun.edu/faculty/kimberly.lewis
2106,Louise Lewis,https://www.sandbox.csun.edu/faculty/louise.lewis
2107,Robert M Lewis,https://www.sandbox.csun.edu/faculty/robert.lewis
2108,Diane E Lewis-goldstein,https://www.sandbox.csun.edu/faculty/diane.lewis-goldstein
2109,Mark Lewison,https://www.sandbox.csun.edu/faculty/mark.lewison
2110,Bingbing Li,https://www.sandbox.csun.edu/faculty/bingbing.li
2111,Jing Li,https://www.sandbox.csun.edu/faculty/jing.li
2112,Jinyi Li,https://www.sandbox.csun.edu/faculty/jinyi.li
2113,Kunpeng Li,https://www.sandbox.csun.edu/faculty/kunpeng.li
2114,Yi Li,https://www.sandbox.csun.edu/faculty/yi.li
2115,Larry Lichten,https://www.sandbox.csun.edu/faculty/larry.lichten.18
2116,Charlene Liebau,https://www.sandbox.csun.edu/faculty/charlene.liebau
2117,Cynthia Lieberman,https://www.sandbox.csun.edu/faculty/cynthia.lieberman
2118,Magnhild Lien,https://www.sandbox.csun.edu/faculty/magnhild.lien
2119,May Ligh,https://www.sandbox.csun.edu/faculty/may.ligh
2120,Kimberly Light,https://www.sandbox.csun.edu/faculty/kimberly.light.467
2121,John Lilly,https://www.sandbox.csun.edu/faculty/john.lilly
2122,Jae C Lim,https://www.sandbox.csun.edu/faculty/jae.lim
2123,Say-peng Lim,https://www.sandbox.csun.edu/faculty/say.peng.lim
2124,Sharon Lim,https://www.sandbox.csun.edu/faculty/sharon.lim
2125,Stephanie Lim,https://www.sandbox.csun.edu/faculty/stephanie.lim
2126,Julio Lima,https://www.sandbox.csun.edu/faculty/julio.lima
2127,Chi-Chung Lin,https://www.sandbox.csun.edu/faculty/chi-chung.lin
2128,Gongyuh Lin,https://www.sandbox.csun.edu/faculty/gongyuh.lin
2129,Tung-po Lin,https://www.sandbox.csun.edu/faculty/tung-po.lin
2130,Ernest A Linares,https://www.sandbox.csun.edu/faculty/ernest.a.linares
2131,Michele C Linares,https://www.sandbox.csun.edu/faculty/michele.c.linares
2132,Jeffrey Lindell,https://www.sandbox.csun.edu/faculty/jeffrey.lindell
2133,Andrew D. Linden,https://www.sandbox.csun.edu/faculty/andrew.linden
2134,Joyce R Linden,https://www.sandbox.csun.edu/faculty/joyce.linden
2135,Robert W Lingard,https://www.sandbox.csun.edu/faculty/robert.lingard
2136,Linda Lingle,https://www.sandbox.csun.edu/faculty/linda.lingle
2137,Marianne M Link,https://www.sandbox.csun.edu/faculty/marianne.link
2138,Allen E Lipscomb,https://www.sandbox.csun.edu/faculty/allen.lipscomb
2139,Steven Lipshie,https://www.sandbox.csun.edu/faculty/steven.lipshie
2140,Terri E Lisagor,https://www.sandbox.csun.edu/faculty/terri.lisagor
2141,Rebecca A Litke,https://www.sandbox.csun.edu/faculty/rebecca.litke
2142,Dominic Little,https://www.sandbox.csun.edu/faculty/dominic.little
2143,Jennifer Little,https://www.sandbox.csun.edu/faculty/jennifer.little
2144,Lawrence Littwin,https://www.sandbox.csun.edu/faculty/lawrence.littwin
2145,Chin-hsin Liu,https://www.sandbox.csun.edu/faculty/chinhsin.liu
2146,David Liu,https://www.sandbox.csun.edu/faculty/david.liu
2147,Jerry Liu,https://www.sandbox.csun.edu/faculty/jerry.liu
2148,Li Liu,https://www.sandbox.csun.edu/faculty/li.liu
2149,Sandra Liu,https://www.sandbox.csun.edu/faculty/sandra.liu
2150,Vida H Liu,https://www.sandbox.csun.edu/faculty/vida.liu
2151,Mike Lloyd,https://www.sandbox.csun.edu/faculty/mike.lloyd
2152,Jason Lo,https://www.sandbox.csun.edu/faculty/jason.lo
2153,Sheba Lo,https://www.sandbox.csun.edu/faculty/sheba.lo
2154,Charles G. Lobb,https://www.sandbox.csun.edu/faculty/gary.lobb
2155,Margaret A Lobb,https://www.sandbox.csun.edu/faculty/margaret.lobb
2156,Robert R Lockart,https://www.sandbox.csun.edu/faculty/robert.lockart
2157,Robert G Lockie,https://www.sandbox.csun.edu/faculty/robert.lockie
2158,John R Lockwood,https://www.sandbox.csun.edu/faculty/johnr.lockwood
2159,Sarina J Loeb,https://www.sandbox.csun.edu/faculty/sarina.loeb
2160,Tamra Loeb,https://www.sandbox.csun.edu/faculty/tamra.loeb
2161,Pamela Loew,https://www.sandbox.csun.edu/faculty/pamela.loew
2162,Christie A Logan,https://www.sandbox.csun.edu/faculty/christie.logan
2163,Dean C Logan,https://www.sandbox.csun.edu/faculty/dean.logan
2164,Jenna Lohse,https://www.sandbox.csun.edu/faculty/jenna.lohse
2165,Andrew Long,https://www.sandbox.csun.edu/faculty/andrew.long
2166,Austin Long,https://www.sandbox.csun.edu/faculty/austin.long.491
2167,Laurel A Long,https://www.sandbox.csun.edu/faculty/laurel.long
2168,Stacy K Long,https://www.sandbox.csun.edu/faculty/stacy.long
2169,Nick Longo,https://www.sandbox.csun.edu/faculty/nicholas.longo
2170,Michele Longoria,https://www.sandbox.csun.edu/faculty/michele.longoria
2171,Paul D Lonquich,https://www.sandbox.csun.edu/faculty/paul.lonquich
2172,Launis Look,https://www.sandbox.csun.edu/faculty/launis.look
2173,Katie Lookholder,https://www.sandbox.csun.edu/faculty/katie.lookholder
2174,Stephen G Lookner,https://www.sandbox.csun.edu/faculty/stephen.lookner
2175,David A Lopez,https://www.sandbox.csun.edu/faculty/david.lopez
2176,Eloy A Lopez,https://www.sandbox.csun.edu/faculty/eloy.lopez
2177,Henry B Lopez,https://www.sandbox.csun.edu/faculty/henry.lopez
2178,Jack R Lopez,https://www.sandbox.csun.edu/faculty/jack.lopez
2179,Jesse Lopez,https://www.sandbox.csun.edu/faculty/jesse.lopez.192
2180,Lorena M Lopez,https://www.sandbox.csun.edu/faculty/lorena.lopez
2181,Mario A Lopez,https://www.sandbox.csun.edu/faculty/mario.lopez
2182,Nathan A Lopez,https://www.sandbox.csun.edu/faculty/nathan.lopez
2183,Robert O Lopez,https://www.sandbox.csun.edu/faculty/robert.lopez
2184,Rosalie Lopez,https://www.sandbox.csun.edu/faculty/rosalie.lopez
2185,Yollotl A Lopez,https://www.sandbox.csun.edu/faculty/yollotl.lopez
2186,Yvette Lopez,https://www.sandbox.csun.edu/faculty/yvette.lopezledesma
2187,Marta C Lopez-garza,https://www.sandbox.csun.edu/faculty/marta.lopez-garza
2188,Daniele Loprieno,https://www.sandbox.csun.edu/faculty/daniele.loprieno
2189,Kenneth R Lord,https://www.sandbox.csun.edu/faculty/kenneth.lord
2190,Patricia R Lord,https://www.sandbox.csun.edu/faculty/patty.lord
2191,Richard J Lorentz,https://www.sandbox.csun.edu/faculty/richard.lorentz
2192,Katherine Lorenz,https://www.sandbox.csun.edu/faculty/katherine.lorenz
2193,Joshua Losben,https://www.sandbox.csun.edu/faculty/joshua.losben
2194,Diana L Losey,https://www.sandbox.csun.edu/faculty/diana.pantaleo
2195,Gloria Lothrop,https://www.sandbox.csun.edu/faculty/gloria.lothrop
2196,George J Lough,https://www.sandbox.csun.edu/faculty/george.lough
2197,Desiree Love,https://www.sandbox.csun.edu/faculty/desiree.love
2198,Michael W Love,https://www.sandbox.csun.edu/faculty/michael.love
2199,Susan M Love,https://www.sandbox.csun.edu/faculty/susan.love
2200,Sheryl A Low,https://www.sandbox.csun.edu/faculty/sheryl.low
2201,Darrell Lowe,https://www.sandbox.csun.edu/faculty/darrell.lowe
2202,Anton D Lowenberg,https://www.sandbox.csun.edu/faculty/anton.lowenberg
2203,Robert S Loy,https://www.sandbox.csun.edu/faculty/robert.loy
2204,Steven F Loy,https://www.sandbox.csun.edu/faculty/steven.loy
2205,Jacqueline Loza,https://www.sandbox.csun.edu/faculty/jacqueline.loza
2206,Mariano A Loza coll,https://www.sandbox.csun.edu/faculty/mariano.lozacoll
2207,Jennifer Lozano,https://www.sandbox.csun.edu/faculty/jennifer.berdanlozano
2208,Julian C Lozos,https://www.sandbox.csun.edu/faculty/julian.lozos
2209,Gang Lu,https://www.sandbox.csun.edu/faculty/gang.lu
2210,Tyler A Luchko,https://www.sandbox.csun.edu/faculty/tyler.luchko
2211,Joan Lucid,https://www.sandbox.csun.edu/faculty/joan.lucid
2212,GERALDINE LUETHY,https://www.sandbox.csun.edu/faculty/gerry.luethy
2213,Denise I Lugo,https://www.sandbox.csun.edu/faculty/denise.lugo
2214,Jason S Lumague,https://www.sandbox.csun.edu/faculty/jason.lumague
2215,Hannah Luna,https://www.sandbox.csun.edu/faculty/hannah.luna
2216,Kenneth V Luna,https://www.sandbox.csun.edu/faculty/kenneth.luna
2217,Heidemarie Lundblad,https://www.sandbox.csun.edu/faculty/heidemarie.lundblad
2218,Loraine L Lundquist,https://www.sandbox.csun.edu/faculty/loraine.lundquist
2219,Lawrence Luo,https://www.sandbox.csun.edu/faculty/lawrence.luo
2220,Max Lupul,https://www.sandbox.csun.edu/faculty/max.lupul
2221,Virginia Lussier,https://www.sandbox.csun.edu/faculty/ginny.lussier
2222,"Rebecca Lustig, MS",https://www.sandbox.csun.edu/faculty/rebecca.lustig
2223,Howard P Lutwak,https://www.sandbox.csun.edu/faculty/howard.lutwak
2224,Daniel A Lutz,https://www.sandbox.csun.edu/faculty/dan.lutz
2225,Ota L Lutz,https://www.sandbox.csun.edu/faculty/ota.lutz
2226,Eric C Lyden,https://www.sandbox.csun.edu/faculty/eric.lyden
2227,Suzanne Lye,https://www.sandbox.csun.edu/faculty/suzanne.lye
2228,Brenda E Lynch,https://www.sandbox.csun.edu/faculty/brenda.lynch
2229,John Lynch,https://www.sandbox.csun.edu/faculty/john.lynch
2230,Wladimir Lyra,https://www.sandbox.csun.edu/faculty/wladimir.lyra
2231,Debbie S Ma,https://www.sandbox.csun.edu/faculty/debbie.ma
2232,Sami Maalouf,https://www.sandbox.csun.edu/faculty/sami.maalouf
2233,Henry Maar,https://www.sandbox.csun.edu/faculty/henry.maar
2234,Regan M Maas,https://www.sandbox.csun.edu/faculty/regan.maas
2235,Sylvia V Macauley,https://www.sandbox.csun.edu/faculty/sylvia.macauley
2236,Gretchen Macchiarella,https://www.sandbox.csun.edu/faculty/gretchen.macchiarellabiasotti
2237,Richard H Macdonald,https://www.sandbox.csun.edu/faculty/richard.macdonald
2238,Ellen MacFarlane,https://www.sandbox.csun.edu/faculty/ellen.macfarlane
2239,"Antonio F Machado, PhD",https://www.sandbox.csun.edu/faculty/antonio.machado
2240,Miguel Macias,https://www.sandbox.csun.edu/faculty/miguel.macias
2241,Lucille L Macis,https://www.sandbox.csun.edu/faculty/lucy.macis
2242,Rachel Mackelprang,https://www.sandbox.csun.edu/faculty/rachel.mackelprang
2243,"Macklin, James H",https://www.sandbox.csun.edu/faculty/james.macklin
2244,Lorraine Macnaughton,https://www.sandbox.csun.edu/faculty/lorraine.macnaughton
2245,Charles Macune,https://www.sandbox.csun.edu/faculty/charles.w.macune
2246,Breanne N Madden,https://www.sandbox.csun.edu/faculty/breanne.madden
2247,Teresa K Madden,https://www.sandbox.csun.edu/faculty/teresa.madden
2248,Thomas R Maddux,https://www.sandbox.csun.edu/faculty/thomas.maddux
2249,Vergine Madelian,https://www.sandbox.csun.edu/faculty/vergine.madelian
2250,Roberta Madison,https://www.sandbox.csun.edu/faculty/roberta.madison
2251,Gretta Madjzoob,https://www.sandbox.csun.edu/faculty/gretta.madjzoob
2252,Nancy Madrid,https://www.sandbox.csun.edu/faculty/nancy.madrid
2253,Carolyn Jeffries,https://www.sandbox.csun.edu/faculty/carolyn.jeffries
2254,Anthony B Magee,https://www.sandbox.csun.edu/faculty/anthony.magee
2255,Sabina Magliocco,https://www.sandbox.csun.edu/faculty/sabina.magliocco
2256,Barbara Magnuson,https://www.sandbox.csun.edu/faculty/barbara.magnuson
2257,Lauren P Magnuson,https://www.sandbox.csun.edu/faculty/lauren.magnuson
2258,John P Magnussen,https://www.sandbox.csun.edu/faculty/john.magnussen
2259,Manuel Magrane,https://www.sandbox.csun.edu/faculty/manuel.magrane.3
2260,Ali akbar Mahdi,https://www.sandbox.csun.edu/faculty/aliakbar.mahdi
2261,Shadi Mahjoob,https://www.sandbox.csun.edu/faculty/shadi.mahjoob
2262,Aida Mahmud,https://www.sandbox.csun.edu/faculty/aida.mahmud
2263,Elia Mahoney,https://www.sandbox.csun.edu/faculty/elia.mahoney
2264,Carl A Maida,https://www.sandbox.csun.edu/faculty/carl.maida
2265,Max Maisel,https://www.sandbox.csun.edu/faculty/max.maisel
2266,Nadeem Majdalany,https://www.sandbox.csun.edu/faculty/nadeem.majdalany
2267,Sarmistha R Majumdar,https://www.sandbox.csun.edu/faculty/sarmistha.majumdar
2268,Samar F Makarem,https://www.sandbox.csun.edu/faculty/samar.makarem
2269,Lusine Makarosyan,https://www.sandbox.csun.edu/faculty/lusine.makarosyan
2270,Mariya Makaryan,https://www.sandbox.csun.edu/faculty/mariya.makaryan
2271,John D Malan,https://www.sandbox.csun.edu/faculty/john.malan
2272,Stephanie Malaspina,https://www.sandbox.csun.edu/faculty/stephanie.malaspina
2273,Gretchen K Maldonado,https://www.sandbox.csun.edu/faculty/gretchen.maldonado
2274,Brian T Malec,https://www.sandbox.csun.edu/faculty/brian.malec
2275,Sheena Malhotra,https://www.sandbox.csun.edu/faculty/sheena.malhotra
2276,Vikas Malhotra,https://www.sandbox.csun.edu/faculty/vikas.malhotra
2277,Ariel Malka,https://www.sandbox.csun.edu/faculty/ari.malka
2278,Benjamin F Mallard,https://www.sandbox.csun.edu/faculty/benjamin.mallard
2279,Andrew T Malloy,https://www.sandbox.csun.edu/faculty/andrew.malloy
2280,Debra Berry Malmberg,https://www.sandbox.csun.edu/faculty/debra.malmberg
2281,Cindy Malone,https://www.sandbox.csun.edu/faculty/cindy.malone
2282,William V Malpede,https://www.sandbox.csun.edu/faculty/william.malpede
2283,Joan E Maltese,https://www.sandbox.csun.edu/faculty/joan.maltese
2284,Melisa Malvin,https://www.sandbox.csun.edu/faculty/melisa.malvin
2285,Nina M Mamikunian,https://www.sandbox.csun.edu/faculty/nina.mamikunian
2286,Shahrazad Manavi,https://www.sandbox.csun.edu/faculty/shahrazad.manavi
2287,Nicholas Mancini,https://www.sandbox.csun.edu/faculty/nicholas.mancini
2288,Nick Mancini,https://www.sandbox.csun.edu/faculty/nick.mancini
2289,Adrienne Mandel,https://www.sandbox.csun.edu/faculty/adrienne.mandel
2290,Myrna P. Mandell,https://www.sandbox.csun.edu/faculty/myrna.mandell
2291,Susan Mangan,https://www.sandbox.csun.edu/faculty/susan.mangan
2292,Megan Mangassarian,https://www.sandbox.csun.edu/faculty/megan.mangassarian
2293,Sonya A Manjikian,https://www.sandbox.csun.edu/faculty/sonya.manjikian
2294,Joel R Mankey,https://www.sandbox.csun.edu/faculty/joel.mankey.487
2295,Magdalena Mankowska gleaves,https://www.sandbox.csun.edu/faculty/magdalena.mankowska
2296,Joshua Manlutac,https://www.sandbox.csun.edu/faculty/joshua.manlutac
2297,Jeanette W Mann,https://www.sandbox.csun.edu/faculty/jeanette.mann
2298,Ricky J Manoff,https://www.sandbox.csun.edu/faculty/ricky.manoff
2299,Antranig Manoogian,https://www.sandbox.csun.edu/faculty/antran.manoogian
2300,Agassy Manoukian,https://www.sandbox.csun.edu/faculty/agassy.manoukian
2301,Mary Marca,https://www.sandbox.csun.edu/faculty/mary.marca
2302,Leah E Marcal,https://www.sandbox.csun.edu/faculty/leah.marcal
2303,Susana N Marcelo,https://www.sandbox.csun.edu/faculty/susana.marcelo
2304,Dr. Paulo Marchetti,https://www.sandbox.csun.edu/faculty/paulo.marchetti
2305,Elena A Marchisotto,https://www.sandbox.csun.edu/faculty/elena.marchisotto
2306,Joseph Marfi,https://www.sandbox.csun.edu/faculty/jmarfi
2307,Ethan Margolis,https://www.sandbox.csun.edu/faculty/ethan.margolis
2308,Ruth Margulies-Hochman,https://www.sandbox.csun.edu/faculty/ruth.hochman
2309,Karen Mariano,https://www.sandbox.csun.edu/faculty/karen.mariano
2310,Brandon Marin,https://www.sandbox.csun.edu/faculty/brandon.marin
2311,Oscar Marin,https://www.sandbox.csun.edu/faculty/oscar.marin
2312,Liviu Marinescu,https://www.sandbox.csun.edu/faculty/liviu.marinescu
2313,Angela Marino,https://www.sandbox.csun.edu/faculty/angela.marino
2314,Debra Mark,https://www.sandbox.csun.edu/faculty/debra.mark
2315,Karen Marks,https://www.sandbox.csun.edu/faculty/karen.marks
2316,Lynn D Marks,https://www.sandbox.csun.edu/faculty/lynn.marks
2317,Richard E Marks,https://www.sandbox.csun.edu/faculty/rick.marks
2318,Judith Marlane,https://www.sandbox.csun.edu/faculty/judith.marlane
2319,David Marlett,https://www.sandbox.csun.edu/faculty/david.marlett
2320,Janet L Marquard-Tormey,https://www.sandbox.csun.edu/faculty/jan.marquard
2321,Leba K Marquez,https://www.sandbox.csun.edu/faculty/leba.marquez
2322,Joel Marrero,https://www.sandbox.csun.edu/faculty/joel.marrero
2323,Kathleen M Marsaglia,https://www.sandbox.csun.edu/faculty/kathie.marsaglia
2324,Donna J Marsh,https://www.sandbox.csun.edu/faculty/donna.marsh
2325,Jennifer A Marshall,https://www.sandbox.csun.edu/faculty/jennifer.marshall
2326,Melissa Brough,https://www.sandbox.csun.edu/faculty/melissa.brough
2327,Peter J Marston,https://www.sandbox.csun.edu/faculty/peter.marston
2328,Oscar Marti,https://www.sandbox.csun.edu/faculty/oscar.marti
2329,Coleen M Martin,https://www.sandbox.csun.edu/faculty/coleen.martin
2330,Corinne Martin,https://www.sandbox.csun.edu/faculty/corinne.martin
2331,Joanne M Martin,https://www.sandbox.csun.edu/faculty/joanne.martin.936
2332,Katherin Martin,https://www.sandbox.csun.edu/faculty/katherin.martin
2333,Nathan T Martin,https://www.sandbox.csun.edu/faculty/nathan.martin
2334,David A Martinez,https://www.sandbox.csun.edu/faculty/david.martinez
2335,Jonathan Martinez,https://www.sandbox.csun.edu/faculty/jonathan.martinez
2336,Jonathan Martinez,https://www.sandbox.csun.edu/faculty/jonathan.b.martinez
2337,Laurel L Martinez,https://www.sandbox.csun.edu/faculty/laurel.martinez
2338,Mario Martinez,https://www.sandbox.csun.edu/faculty/mario.martinez
2339,Efren Martinez Reyes,https://www.sandbox.csun.edu/faculty/efren.martinez.962
2340,Mario E Martinez-quijada,https://www.sandbox.csun.edu/faculty/mario.martinez-quijada
2341,Gaston Marzio,https://www.sandbox.csun.edu/faculty/gaston.marzio
2342,Gina Masequesmay,https://www.sandbox.csun.edu/faculty/gina.masequesmay
2343,Billie Mason,https://www.sandbox.csun.edu/faculty/billie.mason
2344,Robert J Mason,https://www.sandbox.csun.edu/faculty/robert.mason
2345,Lucas J Mather,https://www.sandbox.csun.edu/faculty/lucas.mather
2346,Stefanie Mathewson,https://www.sandbox.csun.edu/faculty/stefanie.mathewson
2347,Terrie D Mathis,https://www.sandbox.csun.edu/faculty/terrie.mathis
2348,Witaya Mathiyakom,https://www.sandbox.csun.edu/faculty/witaya.mathiyakom
2349,Jennifer A Matos,https://www.sandbox.csun.edu/faculty/jennifer.matos
2350,Shigemi Matsumoto,https://www.sandbox.csun.edu/faculty/shigemi.matsumoto
2351,Erin M Matthews,https://www.sandbox.csun.edu/faculty/erin.matthews
2352,Martin R Matthies,https://www.sandbox.csun.edu/faculty/martin.matthies
2353,Arthur Maturo,https://www.sandbox.csun.edu/faculty/arthur.maturo.242
2354,Sheng-taur Mau,https://www.sandbox.csun.edu/faculty/sheng.mau
2355,Roberta K Mauksch,https://www.sandbox.csun.edu/faculty/roberta.mauksch
2356,Roya Mavaddat,https://www.sandbox.csun.edu/faculty/roya.mavaddat
2357,Joyce B Maxwell,https://www.sandbox.csun.edu/faculty/joyce.maxwell
2358,Christina B Mayberry,https://www.sandbox.csun.edu/faculty/christina.mayberry
2359,Ellen Mayer,https://www.sandbox.csun.edu/faculty/ellen.mayer
2360,Ariel Mazariegos,https://www.sandbox.csun.edu/faculty/ariel.mazariegos
2361,Willow Mc Jilton,https://www.sandbox.csun.edu/faculty/willow.mcjilton
2362,Bradley D Mcauliff,https://www.sandbox.csun.edu/faculty/bradley.mcauliff
2363,Erin McBride Africa,https://www.sandbox.csun.edu/faculty/erin.africa
2364,Paul McBurnett,https://www.sandbox.csun.edu/faculty/paul.mcburnett
2365,Arthur J Mccaffrey,https://www.sandbox.csun.edu/faculty/arthur.mccaffrey
2366,Thomas R Mccambridge,https://www.sandbox.csun.edu/faculty/thomas.mccambridge
2367,Jessica E Mccamish,https://www.sandbox.csun.edu/faculty/jessica.mccamish
2368,Cole J Mccandless,https://www.sandbox.csun.edu/faculty/cole.mccandless
2369,David M Mccarty-caplan,https://www.sandbox.csun.edu/faculty/david.mccartycaplan
2370,Robin McCauley,https://www.sandbox.csun.edu/faculty/robin.mccauley
2371,Robert Mcchesney,https://www.sandbox.csun.edu/faculty/robert.mcchesney
2372,Christopher S Mcclain,https://www.sandbox.csun.edu/faculty/chris.mcclain
2373,Evelyn Z Mcclave,https://www.sandbox.csun.edu/faculty/evelyn.mcclave
2374,Heather R McCollum,https://www.sandbox.csun.edu/faculty/heather.mccollum
2375,Daniel L Mcconaughy,https://www.sandbox.csun.edu/faculty/daniel.mcconaughy
2376,Morris McCormick,https://www.sandbox.csun.edu/faculty/morris.mccormick
2377,Lauren McCue,https://www.sandbox.csun.edu/faculty/lauren.mccue
2378,Paul M Mcdermott,https://www.sandbox.csun.edu/faculty/paul.mcdermott
2379,Bruce F Mcdonald,https://www.sandbox.csun.edu/faculty/bruce.f.mcdonald
2380,Kevin P Mcdonald,https://www.sandbox.csun.edu/faculty/kevin.p.mcdonald
2381,Lauren E Mcdonald,https://www.sandbox.csun.edu/faculty/lauren.mcdonald
2382,Kathryn M Mcfaddin christolear,https://www.sandbox.csun.edu/faculty/kchristolear
2383,William H Mcfarland,https://www.sandbox.csun.edu/faculty/william.mcfarland
2384,Eileen McGann,https://www.sandbox.csun.edu/faculty/eileen.mcgann
2385,Brian McGilvray,https://www.sandbox.csun.edu/faculty/brian.mcgilvray
2386,Richard W Mcginis,https://www.sandbox.csun.edu/faculty/richard.mcginis
2387,Sean McGrath,https://www.sandbox.csun.edu/faculty/sean.mcgrath
2388,Leemon B McHenry,https://www.sandbox.csun.edu/faculty/leemon.mchenry
2389,Robert D McIlhenny,https://www.sandbox.csun.edu/faculty/robert.mcilhenny
2390,Elliot McIntire,https://www.sandbox.csun.edu/faculty/elliot.mcintire
2391,Ronald McIntyre,https://www.sandbox.csun.edu/faculty/ronald.mcintyre
2392,Ava L Mckay,https://www.sandbox.csun.edu/faculty/ava.mckay
2393,Patricia L Mckee,https://www.sandbox.csun.edu/faculty/patricia.mckee
2394,Christopher E Mckinlay,https://www.sandbox.csun.edu/faculty/christopher.mckinlay
2395,Caitlin McKinney,https://www.sandbox.csun.edu/faculty/caitlin.mckinney
2396,Kimberlina McKinney,https://www.sandbox.csun.edu/faculty/kimberlina.mckinney
2397,Douglas W Mclaughlin,https://www.sandbox.csun.edu/faculty/douglas.mclaughlin
2398,Julie A Mclean,https://www.sandbox.csun.edu/faculty/julie.mclean
2399,James A Mcmartin,https://www.sandbox.csun.edu/faculty/jim.mcmartin
2400,Jessica B Mcmillan,https://www.sandbox.csun.edu/faculty/jessica.mcmillan
2401,Kyle L Mcmillan,https://www.sandbox.csun.edu/faculty/kyle.mcmillan
2402,"Katherine McNamara, PhD, CIH",https://www.sandbox.csun.edu/faculty/katherine.mcnamara
2403,John McQuilkin,https://www.sandbox.csun.edu/faculty/john.mcquilkin
2404,Amanda M Mcraven,https://www.sandbox.csun.edu/faculty/amanda.mcraven
2405,Thomas Mcwilliams,https://www.sandbox.csun.edu/faculty/thomas.mcwilliams
2406,Bradley Meads,https://www.sandbox.csun.edu/faculty/bradley.meads
2407,David J Medeiros,https://www.sandbox.csun.edu/faculty/david.medeiros
2408,Jheem Medh,https://www.sandbox.csun.edu/faculty/jheem.medh
2409,Rheem Medh,https://www.sandbox.csun.edu/faculty/rheem.medh
2410,Lara Medina,https://www.sandbox.csun.edu/faculty/lara.medina
2411,Peter Medina,https://www.sandbox.csun.edu/faculty/peter.medina
2412,Joyce L Medley,https://www.sandbox.csun.edu/faculty/joyce.medley
2413,Arnold Mednick,https://www.sandbox.csun.edu/faculty/arnold.mednick
2414,"P. Adrian Medrano, MS, CSP, CHMM",https://www.sandbox.csun.edu/faculty/pedro.medrano
2415,Michele A Mega,https://www.sandbox.csun.edu/faculty/michele.a.mega
2416,Sarkis Meguerdijian,https://www.sandbox.csun.edu/faculty/sarkis.meguerdijian
2417,Ronald W Mehler,https://www.sandbox.csun.edu/faculty/ronald.mehler
2418,Fareen Mehrzai,https://www.sandbox.csun.edu/faculty/fareen.mehrzai
2419,Jacqueline S Meisel,https://www.sandbox.csun.edu/faculty/jacqui.meisel
2420,Araceli Mejia,https://www.sandbox.csun.edu/faculty/araceli.mejia
2421,Jonathan Mejia,https://www.sandbox.csun.edu/faculty/jonathan.mejia
2422,Gloria Melara,https://www.sandbox.csun.edu/faculty/gloria.melara
2423,Gagik G Melikyan,https://www.sandbox.csun.edu/faculty/gagik.melikyan
2424,Markar Melkonian,https://www.sandbox.csun.edu/faculty/markar.melkonian
2425,Derek Mena,https://www.sandbox.csun.edu/faculty/derek.mena
2426,Marcos Menchaca,https://www.sandbox.csun.edu/faculty/marcos.menchaca
2427,Aaron Mendelsohn,https://www.sandbox.csun.edu/faculty/aaron.mendelsohn
2428,Bruce Mendelson,https://www.sandbox.csun.edu/faculty/bruce.mendelson
2429,Luiz H Mendes,https://www.sandbox.csun.edu/faculty/luiz.mendes
2430,Ignacio Mendiguren,https://www.sandbox.csun.edu/faculty/ignacio.mendiguren
2431,Adrian Mendoza,https://www.sandbox.csun.edu/faculty/adrian.mendoza
2432,Breny Mendoza,https://www.sandbox.csun.edu/faculty/breny.mendoza
2433,Marilyn Mendoza,https://www.sandbox.csun.edu/faculty/marilyn.mendoza
2434,Michael Mendoza,https://www.sandbox.csun.edu/faculty/michael.mendoza
2435,Steven Mendoza,https://www.sandbox.csun.edu/faculty/steven.mendoza
